"model","model.formula","bh","WT","SPCD","nobs","B1","B2","B3","seB1","seB2","seB3","pB1","pB2","pB3","RMSE","AIC","meanBIAS","meanAbsBIAS","meanLowDBHRes","meanMidDBHRes","meanUppDBHRes","B3_test","ierr","notes"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,611,315259,7.33363304088019,-5.06871668056447,-0.204623679189718,0.0299568505821035,0.0287168678220808,0.00165152653085027,0,0,0,3.64468695738903,2213775.85547905,0.013443946387301,6.94110123211781,0.267892976408083,-0.081278264306813,-0.146285294280269,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,835,112253,5.37414724698671,-3.50566615387857,-0.357594099093754,0.0264024926817379,0.0208533871592184,0.00502810771319919,0,0,0,3.5126881850621,829497.187584674,0.0172588956382069,8.1344929343043,0.268260019590094,-0.296930908481316,0.080449264575125,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,652,5400,5.61545053087532,-3.52523419455718,-0.332822262926835,0.0907739159051968,0.0802931869427854,0.0142418553394964,0,0,3.87004184629364e-115,3.15602000654697,37028.066581714,0.00975653316974257,6.18708385595239,0.261126073300649,-0.180944866357544,-0.050911607433878,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,521,15155,9.16185339396607,-6.91902603073766,-0.133458180397404,0.499480765619814,0.494326912005699,0.0114453671402538,2.40258591838581e-74,3.07181874978329e-44,2.76069696329743e-31,3.93328441550915,103678.302938798,0.00437542698267099,6.47636663720791,-0.0550708348753363,0.493814371961303,-0.425702386346451,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,827,126480,6.7942807601531,-4.35821764083943,-0.203851133002539,0.0435715950874554,0.0420255066286935,0.00276387289891255,0,0,0,3.71498467866613,894549.533373816,0.0109289831164359,7.18684764185617,0.112422819576059,-0.122920687303997,0.0432848170772457,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,531,109804,7.84986632788297,-5.48439795206407,-0.154149330236053,0.0882115195562193,0.0857806077378208,0.00318596005754932,0,0,0,3.61454370195168,796014.590290928,0.00710153430504144,7.71511078113043,0.103216623239296,0.0626238123403185,-0.144538458688066,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,409,68631,8.86549223041614,-6.64294276461446,-0.143842596981908,0.143494389509693,0.139949746791762,0.00392920531592974,0,0,1.34673303816185e-290,3.64700674012458,497528.387621665,0.00674394268120459,7.70168071337865,0.331746574363425,-0.0980025327593403,-0.213512213560471,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,491,41398,4.85236395298331,-2.57896817605613,-0.318120535879114,0.0740570801736836,0.0715062226586358,0.012547487567994,0,1.72698260292765e-280,9.837553283694e-141,2.80100348883697,242809.796357189,0.0021145642847726,3.72110200967378,0.0221911353045554,-0.0189957036212949,0.00314680624164077,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,812,57032,6.1877431330119,-4.01761988897659,-0.275790024381578,0.0363749029125241,0.0328123369849952,0.0039791382172543,0,0,0,3.5405801268369,416912.803076852,0.0340535341366527,7.9178818651059,0.380926578715198,-0.27820482590407,-0.000562971268320341,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,110,100174,6.35639427634394,-4.60733360605901,-0.299321541383614,0.0436942312386896,0.0339910719407911,0.00514006232313542,0,0,0,3.82781701727203,767541.744695103,0.00756360501387256,9.15128635698368,0.338287017404968,-0.509563525366787,0.193957418435967,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,693,100326,8.78963021683437,-6.56200802074309,-0.136397014220606,0.131042036535933,0.128911102941667,0.00333364120257893,0,0,0,3.40971428576346,688265.670212234,0.0103675813680004,6.34638082754993,0.26785545365632,0.0404823592942939,-0.277235068846613,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,931,28577,6.49492130142947,-4.18645455760346,-0.225601889816008,0.117619120166815,0.113367609902726,0.00862339865346701,0,1.18179155601992e-291,4.15816927007084e-149,3.96232111093615,204935.623116279,0.000761522023186176,7.54134959491564,-0.0018035845930472,0.141148821119893,-0.137075139978807,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,591,32091,7.20123966484319,-5.1770181562637,-0.181677348986188,0.205111177153679,0.201820177476609,0.00893870195248355,5.16774340264939e-265,1.14171524227702e-143,2.91841941742465e-91,2.83079224165532,193708.060768114,0.00136582335562874,4.16268894630774,-0.0385371802394132,0.0845798320440995,-0.0419451817377999,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,131,1095023,8.44773802374829,-6.51649948668282,-0.171547907297936,0.0375976960888604,0.0353379418808004,0.00137302829227936,0,0,0,3.82194922218655,8195939.84090892,0.00489644930366175,8.30543210338901,0.350257570530586,0.0444467122922474,-0.380015989443361,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,802,232468,6.47469411290233,-4.30149869238562,-0.251297308216595,0.0250513143980088,0.0217905986927001,0.00237255240128698,0,0,0,3.43529337227893,1737637.85341786,0.0288449758695422,8.4367511818073,0.762114458536979,-0.922506183594188,0.246917189781004,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,115,2889,8.15009950478298,-6.06025145323895,-0.168707696222605,0.465384852786048,0.43945503448707,0.0180134733834487,2.44481760114934e-65,6.04913506363281e-42,1.47454011257028e-20,3.75927052338087,21845.6368927507,0.00956922126053508,9.0203678471119,0.0724312144188729,0.307069074439902,-0.350792625077169,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,316,542572,6.01348428417378,-3.53808843519313,-0.263144956673533,0.0145585296868782,0.0136359551674903,0.00159997187060067,0,0,0,3.56188306406744,3907127.72078639,0.0121098580961524,7.31415904273177,0.164153258454936,-0.11135690925028,-0.0164676155991743,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,653,33899,5.76059914492642,-3.41559883204416,-0.303558549307165,0.0516931080638301,0.048105471000622,0.00702307179775558,0,0,0,3.99030795439024,243770.22582023,0.0186989154813034,6.98552019931223,0.260580000940237,-0.246272735439445,0.0417915245368394,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,111,168001,5.78683326571349,-4.43311146577163,-0.424143237814121,0.020079517982215,0.0114121227026004,0.00433232653559352,0,0,0,3.71251582915165,1246713.46880225,0.0103279426062432,7.9445491754711,0.518764844607958,-0.365748544890617,-0.122041551129004,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,121,53877,5.41726729035951,-4.02828219056229,-0.473900309450497,0.0231086582087329,0.0131038126004915,0.00671143427711619,0,0,0,3.69570127090772,404119.108535743,0.0111670854878791,8.41256118505259,0.175576947052146,-0.040122035428065,-0.101953655160443,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,826,14158,5.84896391282901,-3.70566485114739,-0.288322908778042,0.103041121381557,0.0876099872737666,0.0135157222712074,0,0,2.07237312519002e-99,3.88268687702383,108159.013167466,0.0215584040393909,9.28310297351675,0.292279338613951,-0.118457772750366,-0.109203722029917,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,694,77189,6.3635628902913,-4.04140722396219,-0.244451830043506,0.0535700965192993,0.0496219430426797,0.00480537112855056,0,0,0,4.03660040368885,578494.223393485,0.0198848638909239,8.4736475848844,0.267379644027179,-0.102745896348569,-0.104984009051814,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,221,24867,5.51808886505479,-4.04504083934163,-0.442736541129692,0.0344648297099989,0.0194878524112429,0.00979130856855345,0,0,0,4.2915302858927,200341.731935315,0.108582030773021,11.1411837151441,0.715316985465893,-0.578952348824342,0.189381455677511,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,401,5278,6.55521189370473,-4.26773598847548,-0.232041553818997,0.181306295401923,0.165698005207919,0.0149498315091707,6.25985056158095e-256,6.74670568987233e-138,3.67189126746463e-53,3.82673689240331,39868.8870599406,0.0197325212851856,8.86542224836028,0.224500917828256,-0.242959665456642,0.0775398996610076,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,722,4565,4.21080007299054,-2.09474484074744,-0.510461468543713,0.0858830946182826,0.07172698678137,0.0397788910576612,0,4.8634901277765e-172,4.68619665917803e-37,3.08226342714302,30715.5492116025,0.00454171191196768,5.63617430844491,0.0597776083431323,-0.525877240012175,0.480037182300076,2.90583586465966e-34,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,972,65906,7.58835446706922,-5.28835566406191,-0.160626800458428,0.13885230002057,0.13437909054398,0.00546458823743003,0,0,1.08849931798479e-188,3.47709725167883,473648.211102282,0.00449450020027446,7.24022586431564,0.128198340420594,0.0448044241668877,-0.159526730017439,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,822,8849,5.87339229198497,-3.80522488445805,-0.311231375521397,0.0767091250680813,0.0582019689082893,0.0119801632936239,0,0,1.86611296064946e-143,3.606534129193,68237.7593984886,0.0589586374561879,9.43752318970635,0.707779908116497,-0.91306147911909,0.382267079453189,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,951,44253,6.07314777409663,-3.99125698850439,-0.305060919500756,0.0514675745001955,0.0398128893302673,0.00721290884806723,0,0,0,3.7818057781071,340427.786881054,0.0294950890590378,9.25704287597813,0.783282300954452,-0.738807683142867,0.0440106493655289,0,0,"fit"
2,"HT = bh + exp(B1 + B2*DBH^B3)",4.5,NA,391,36261,6.55522718226434,-4.02840839139553,-0.159841614930784,0.258017607368709,0.255673743909558,0.0121950066121525,3.72284125632485e-141,9.56023711219129e-56,3.67972344592815e-39,3.34980291732552,230546.014532377,0.000189564388203944,4.8227418563266,-0.018380423405454,0.0420902246834279,-0.0231411081133621,0,0,"fit"
