"model","model.formula","bh","WT","SPCD","nobs","B1","B2","B3","seB1","seB2","seB3","pB1","pB2","pB3","RMSE","AIC","meanBIAS","meanAbsBIAS","meanLowDBHRes","meanMidDBHRes","meanUppDBHRes","B3_test","ierr","notes"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,611,315259,4.61151835158396,-5.12716323187624,NA,0.000789510505222552,0.00455925338333552,NA,0,0,NA,3.89376431190097,2255455.81542481,-0.595160816719836,7.51030518052591,-0.167227504676524,2.56304682046435,-4.18130583816735,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,835,112253,4.33719854151346,-5.47427117554079,NA,0.00190404807761639,0.0152640321098192,NA,0,0,NA,3.55047557160021,831898.39042514,-0.207334310640009,8.18534893862526,0.573713228496287,0.512670063937432,-1.70842634119673,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,652,5400,4.41170304917134,-4.90499544629733,NA,0.00595289004754007,0.036066559285242,NA,0,0,NA,3.24557772808703,37329.2686329785,-0.380518297002698,6.42289392456993,0.265020245931325,1.18523422784554,-2.59180936478496,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,521,15155,4.4066282612596,-4.58239567033884,NA,0.00446189289521273,0.0201247306950219,NA,0,0,NA,4.06615088104136,104684.262424058,-0.287406278854788,6.73456498778943,-0.620106162491851,2.31524333330431,-2.55780541338128,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,827,126480,4.44386868007359,-4.30982661929188,NA,0.00123074519131687,0.00632950085307978,NA,0,0,NA,3.93400812447432,909039.152512671,-0.757080070829563,7.76431826245179,-0.119862452079742,2.36505164488785,-4.51642940529679,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,531,109804,4.41408906708623,-4.62276767836555,NA,0.00145714695682257,0.00929855899836493,NA,0,0,NA,3.87438778633032,811259.224703718,-0.779227574586761,8.39825198169544,0.735190964097525,2.21279078229147,-5.28570584657448,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,409,68631,4.57731285180951,-5.41387513240185,NA,0.00186499144621047,0.01292951900862,NA,0,0,NA,3.94423563274615,508281.648431084,-0.632903856892503,8.3599754291636,0.819013103443887,2.37122527441692,-5.08894994853831,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,491,41398,3.83374753003254,-3.13501352017214,NA,0.00309086613981516,0.0102937348077694,NA,0,0,NA,2.80261412167307,242856.392084966,-0.0186949703742681,3.72104072831233,-0.0593328945888079,0.187495586047695,-0.184244657591169,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,812,57032,4.55969634066896,-5.30292028840259,NA,0.00175815919943391,0.0125400179330699,NA,0,0,NA,3.73379321533002,422972.488065281,-0.669642648193538,8.33380864770272,0.783039324795046,1.90173118928321,-4.6939101396589,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,110,100174,4.72973873965406,-7.32535441428135,NA,0.00201903341306417,0.0187691520753675,NA,0,0,NA,3.90643547160525,771613.948341502,-0.243614676971561,9.30222001330703,0.362555853878156,0.845381721306276,-1.93879975980912,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,693,100326,4.38898372989377,-4.74239137413031,NA,0.00151931910274022,0.00829676080746742,NA,0,0,NA,3.64257039185373,701519.958749577,-0.533569366429178,6.85687295735131,-0.00602449916381707,2.42813233889057,-4.02281593901428,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,931,28577,4.35310432394506,-4.31012830198044,NA,0.00304920230898995,0.016182829588427,NA,0,0,NA,4.05364211760472,206236.921252048,-0.327825748883691,7.74887085724879,0.115992008259004,1.61207499971233,-2.71179451378311,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,591,32091,4.09020964024734,-4.29149248830428,NA,0.00306961118683283,0.0122924485409976,NA,0,0,NA,2.88080947516185,194831.189699732,-0.120291665350486,4.25352397500252,-0.369168863338143,0.938954428679554,-0.930660561392868,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,131,1095023,4.72119475655004,-7.22567845131324,NA,0.000697455057199232,0.00573686131911433,NA,0,0,NA,3.99255172353785,8291578.14126488,-0.35452686060918,8.65492128326544,0.12392186787768,1.62779063678519,-2.8152998281864,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,802,232468,4.64522166431706,-6.1153584411274,NA,0.00101661091650647,0.00908888595651027,NA,0,0,NA,3.60637729033956,1760233.40277042,-0.47662660966143,8.72573214865802,1.21995215154771,0.768866112277467,-3.41871998725592,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,115,2889,4.6918746967507,-6.66008690696293,NA,0.00995873385267027,0.0856115686421664,NA,0,0,NA,4.1510480373014,22417.4450620284,-0.960003424494377,9.91688642758532,0.145117900119555,3.37361189606944,-6.39874006967212,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,316,542572,4.45032903726712,-4.22222919796782,NA,0.000558102404802593,0.00341752220043202,NA,0,0,NA,3.67606512953522,3941366.88387306,-0.432954387390878,7.58258683767259,0.780920501428274,1.28424041921082,-3.36403079460551,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,653,33899,4.43652632870216,-4.35634353325033,NA,0.00254853841242977,0.0133359442343502,NA,0,0,NA,4.05909925806255,244928.075541757,-0.328357213532333,7.13176872837617,0.150919079537019,1.3018633824606,-2.43804080025716,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,111,168001,4.81984174048481,-7.67189282337297,NA,0.00174076194426417,0.0142446476407198,NA,0,0,NA,3.73252224507592,1248518.29220635,-0.104178352522931,7.95749654407572,0.214559412452766,0.363980676207109,-0.891080837974472,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,121,53877,4.71745372973012,-7.0642037539916,NA,0.00253715263175692,0.0218176786065203,NA,0,0,NA,3.71977627289755,404817.776773075,-0.136789517164932,8.4717730215747,0.0793722237053284,0.827928778994654,-1.31766955419478,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,826,14158,4.43547424916022,-5.34143060334597,NA,0.00529379769054389,0.0433688891773701,NA,0,0,NA,3.96147955376368,108726.886657933,-0.350313920770776,9.37924757680206,0.779839681408179,0.96505114337655,-2.79607207715897,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,694,77189,4.49200029467796,-4.81508494739443,NA,0.00184539829641757,0.0122751656884651,NA,0,0,NA,4.16245815719514,583233.083354449,-0.454100087304605,8.73712592739341,0.725968278889143,1.56163916450818,-3.6500319156426,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,221,24867,4.78052757689438,-7.64280523188295,NA,0.00380600646875177,0.0389892305861658,NA,0,0,NA,4.32599826772977,200738.581544461,-0.22375080625538,11.0947213447201,0.392555260721546,0.842920032358027,-1.90672771184571,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,401,5278,4.55673189706594,-5.29311823813527,NA,0.00665499159088587,0.0500890175822348,NA,0,0,NA,4.04739476033245,40459.6669362846,-0.766947054575512,9.41742053146648,0.808899446921183,1.95484621206734,-5.06548269906611,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,722,4565,3.86550251304878,-3.42062401189913,NA,0.00871988560052958,0.0455379897838196,NA,0,0,NA,3.07995258615309,30707.7022296431,-0.0128084684413337,5.62934777345093,0.048777108708965,-0.374632279072929,0.287627160328248,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,972,65906,4.3280842263854,-4.63725405318841,NA,0.00222803901793558,0.0150284159377763,NA,0,0,NA,3.61937313288399,478933.270478291,-0.41816981346032,7.56630132202863,0.765982832259643,1.34727354398722,-3.36790008447211,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,822,8849,4.63598056387385,-6.37045886389058,NA,0.00509651985960412,0.0482275743783903,NA,0,0,NA,3.75974426641722,68973.0620464467,-0.633311054655821,9.65693722395832,0.916818620485581,1.10966789598683,-3.92753636698643,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,951,44253,4.70430888677325,-6.46777350975946,NA,0.0027227602289006,0.0253272059934893,NA,0,0,NA,3.86346550586294,342317.537562643,-0.260126721815397,9.35625087078903,0.929517636455523,0.554976502828907,-2.26487430473062,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,391,36261,3.94869543212723,-2.92489315648551,NA,0.00297093869493676,0.0101011580082924,NA,0,0,NA,3.3769707136681,231130.81508971,-0.108404362564114,4.87472340783204,-0.219951510701144,0.774111949488582,-0.879373526479781,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,721,11186,4.15540513047833,-4.05078727625971,NA,0.00564933709835696,0.0210010221132745,NA,0,0,NA,3.46119597883952,71273.6220857351,-0.142545264161161,5.17168283161523,-0.277962910502162,0.770821784599461,-0.920703343995593,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,762,102233,4.4803189859802,-4.67211736034975,NA,0.00152465055316509,0.0099171044621865,NA,0,0,NA,4.07455752126928,767026.772465177,-0.734211731852215,8.74761633191541,0.759028368014375,2.409038453852,-5.37083807665023,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,824,15869,4.01428985092261,-4.86698878887588,NA,0.00515511586513469,0.032582347153033,NA,0,0,NA,3.0687473121376,108386.789817547,-0.239462290590864,6.16583817704303,0.201277228714548,1.0923871402984,-2.01238638711758,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,345,681,4.12287165969882,-3.46048967014587,NA,0.0216274079046516,0.107576811408574,NA,0,1.22779508064909e-138,NA,3.84432152157011,4839.24500140826,-0.15232197421928,6.9093744995007,0.118169993366555,1.47708070120469,-2.05221661722908,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,820,46134,4.39009895917554,-4.28055390958381,NA,0.00208372357810265,0.0113541778876824,NA,0,0,NA,3.92453108017281,337221.514765394,-0.713278830583688,8.18315967715527,0.164484365453706,2.1067948811643,-4.41111573836907,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,819,6970,3.97989485515631,-4.5704844272995,NA,0.00691864353772009,0.0330408045966836,NA,0,0,NA,2.66210738275475,42886.8667570093,-0.116112402945473,4.46840731061499,-0.0987509796667824,0.461938467137818,-0.711532170015281,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,621,170333,4.75974960909124,-5.34272677659133,NA,0.000934890854881802,0.00724019431663248,NA,0,0,NA,4.06132804513287,1312647.89989455,-1.03355033612999,9.55960540618801,1.30733609457669,2.61892576816144,-7.02701843081836,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,654,1451,4.49866185848884,-4.51467942871434,NA,0.0121477053644447,0.0598433537140272,NA,0,0,NA,3.6777026668283,9931.43518963881,-0.0806676459139609,6.31409070045215,-0.00652922403627608,0.92500987259229,-1.16271923006681,NA,0,"fit"
4,"HT = bh + exp(B1+B2/(DBH+1.0))",4.5,NA,403,65676,4.70589271041697,-5.80458907877075,NA,0.00178552708710814,0.0140588535910026,NA,0,0,NA,3.89659340958741,495170.783290626,-0.614861018257189,8.57974344670151,1.35958252261341,1.45723790738821,-4.66140348477318,NA,0,"fit"
